src,dst,cosine_sim
27450,27561,0.99999994
27451,27447,0.99999994
27451,27586,0.99999994
27454,27582,1.0
27456,27442,0.9106095
27456,27458,1.0
27456,27581,1.0
27457,27438,0.9999999
27457,27439,0.9999999
27457,27444,0.9999999
27457,27463,0.9999999
27458,27442,0.9106095
27458,27456,1.0
27458,27581,1.0
27460,27446,1.0
27460,27596,0.9199033
27461,27587,1.0
27461,27590,1.0
27463,27438,0.9999999
27463,27439,0.9999999
27463,27444,0.9999999
27463,27457,0.9999999
27491,6902,1.0
27491,24722,1.0
27491,32662,1.0
27491,32732,1.0
27501,11146,0.9248758
27504,29274,0.9016672
27514,9873,1.0
27521,150,1.0
27521,29198,1.0
27527,27809,0.99999994
27558,21146,1.0
27558,43571,1.0
27561,27441,0.99999994
27561,27450,0.99999994
27562,35600,1.0
27576,27579,1.0
27579,27576,1.0
27581,27442,0.9106095
27581,27456,1.0
27581,27458,1.0
27582,27454,1.0
27586,27447,0.99999994
27586,27451,0.99999994
27587,27461,1.0
27587,27590,1.0
27590,27461,1.0
27590,27587,1.0
27591,27596,0.9095866
27594,37114,1.0000001
27596,27446,0.9199033
27596,27460,0.9199033
27596,27591,0.9095866
27690,29028,0.9130226
27709,260,0.99132556
27724,275,0.90908444
27728,33473,0.92053694
27741,289,0.9391229
27768,320,0.96044654
27776,325,1.0
27809,27527,0.99999994
27873,402,1.0
27879,32443,0.97590506
27879,34785,0.940414
27908,426,0.96115696
27928,448,0.93378615
27959,471,0.92763215
27997,13955,1.0
27997,14018,1.0
27997,20104,1.0
27997,25954,0.96974105
27997,26773,1.0
28003,507,0.99915415
28044,540,0.90534943
28072,561,0.97939277
28079,565,0.98574746
28083,569,0.92171305
28104,28109,1.0
28104,28111,1.0
28108,24688,1.0
28109,28104,1.0
28109,28111,1.0
28111,28104,1.0
28111,28109,1.0
28367,25213,0.9721841
28560,25636,0.93323565
28597,21833,1.0
28633,25852,0.97872794
29028,4745,0.9245974
29028,7519,0.94523734
29028,18686,0.96990925
29028,27690,0.9130226
29028,32007,0.96362346
29028,44803,0.9256451
29123,29126,1.0
29123,29135,1.0
29123,29136,1.0
29124,29128,1.0
29124,29130,1.0
29124,29131,1.0
29124,29238,1.0
29124,29242,1.0
29124,29248,1.0
29124,29249,1.0
29124,29250,1.0
29124,29251,1.0
29124,29253,1.0
29126,29123,1.0
29126,29135,1.0
29126,29136,1.0
29127,29252,0.99999994
29128,29124,1.0
29128,29130,1.0
29128,29131,1.0
29128,29238,1.0
29128,29242,1.0
29128,29248,1.0
29128,29249,1.0
29128,29250,1.0
29128,29251,1.0
29128,29253,1.0
29130,29124,1.0
29130,29128,1.0
29130,29131,1.0
29130,29238,1.0
29130,29242,1.0
29130,29248,1.0
29130,29249,1.0
29130,29250,1.0
29130,29251,1.0
29130,29253,1.0
29131,29124,1.0
29131,29128,1.0
29131,29130,1.0
29131,29238,1.0
29131,29242,1.0
29131,29248,1.0
29131,29249,1.0
29131,29250,1.0
29131,29251,1.0
29131,29253,1.0
29135,29123,1.0
29135,29126,1.0
29135,29136,1.0
29136,29123,1.0
29136,29126,1.0
29136,29135,1.0
29182,13716,1.0
29198,150,1.0
29198,27521,1.0
29210,11149,1.0000001
29212,29213,1.0
29213,29212,1.0
29222,572,1.0
29222,11136,1.0
29222,31778,1.0
29222,42276,1.0
29224,620,1.0
29224,4062,1.0
29224,9200,1.0
29224,24683,1.0
29224,30106,1.0
29224,31549,1.0
29231,10169,0.99999994
29231,20358,0.90323704
29231,27240,0.99999994
29231,32906,0.99999994
29231,39672,0.99999994
29238,29124,1.0
29238,29128,1.0
29238,29130,1.0
29238,29131,1.0
29238,29242,1.0
29238,29248,1.0
29238,29249,1.0
29238,29250,1.0
29238,29251,1.0
29238,29253,1.0
29242,29124,1.0
29242,29128,1.0
29242,29130,1.0
29242,29131,1.0
29242,29238,1.0
29242,29248,1.0
29242,29249,1.0
29242,29250,1.0
29242,29251,1.0
29242,29253,1.0
29248,29124,1.0
29248,29128,1.0
29248,29130,1.0
29248,29131,1.0
29248,29238,1.0
29248,29242,1.0
29248,29249,1.0
29248,29250,1.0
29248,29251,1.0
29248,29253,1.0
29249,29124,1.0
29249,29128,1.0
29249,29130,1.0
29249,29131,1.0
29249,29238,1.0
29249,29242,1.0
29249,29248,1.0
29249,29250,1.0
29249,29251,1.0
29249,29253,1.0
29250,29124,1.0
29250,29128,1.0
29250,29130,1.0
29250,29131,1.0
29250,29238,1.0
29250,29242,1.0
29250,29248,1.0
29250,29249,1.0
29250,29251,1.0
29250,29253,1.0
29251,29124,1.0
29251,29128,1.0
29251,29130,1.0
29251,29131,1.0
29251,29238,1.0
29251,29242,1.0
29251,29248,1.0
29251,29249,1.0
29251,29250,1.0
29251,29253,1.0
29252,29127,0.99999994
29253,29124,1.0
29253,29128,1.0
29253,29130,1.0
29253,29131,1.0
29253,29238,1.0
29253,29242,1.0
29253,29248,1.0
29253,29249,1.0
29253,29250,1.0
29253,29251,1.0
29274,27504,0.9016672
29484,7622,0.99999994
29484,9794,0.99999994
29484,9905,0.99999994
29484,9942,0.99999994
29484,24727,0.99999994
30060,30061,1.0
30061,30060,1.0
30086,30300,0.9796522
30106,620,1.0
30106,4062,1.0
30106,9200,1.0
30106,24683,1.0
30106,29224,1.0
30106,31549,1.0
30300,30086,0.9796522
30324,20461,0.906836
30581,30591,0.90015936
30591,30581,0.90015936
30843,13598,1.0
30999,8135,0.9637553
30999,14593,0.91708076
30999,24572,0.96321404
30999,27354,0.9053765
30999,34016,0.91067374
30999,44966,0.96590906
31343,31353,0.9789048
31353,31343,0.9789048
31549,620,1.0
31549,4062,1.0
31549,9200,1.0
31549,24683,1.0
31549,29224,1.0
31549,30106,1.0
31778,572,1.0
31778,11136,1.0
31778,29222,1.0
31778,42276,1.0
32007,4745,0.90915376
32007,7519,0.92768
32007,18686,0.94969285
32007,29028,0.96362346
32007,44803,0.91370445
32297,17415,1.0
32297,20280,1.0
32297,24935,1.0
32297,25219,1.0
32297,26924,0.95913154
32297,32659,1.0
32443,27879,0.97590506
32443,34785,0.97629386
32446,33442,0.9229587
32458,20374,0.99999994
32458,32700,0.99999994
32458,34189,0.99999994
32470,19871,0.98929507
32470,25912,0.98929507
32470,35949,0.98929507
32485,20390,1.0
32485,25160,0.9089248
32485,34109,0.94557905
32497,32762,1.0
32500,32834,0.924819
32507,32508,1.0
32507,32512,1.0
32507,32613,1.0
32508,32507,1.0
32508,32512,1.0
32508,32613,1.0
32512,32507,1.0
32512,32508,1.0
32512,32613,1.0
32520,26166,1.0
32520,32634,1.0
32520,32883,1.0
32520,32948,1.0
32533,33193,1.0
32542,33294,1.0
32545,33403,0.99999994
32552,15217,0.9534423
32581,24615,1.0
32613,32507,1.0
32613,32508,1.0
32613,32512,1.0
32618,33586,0.9875115
32634,26166,1.0
32634,32520,1.0
32634,32883,1.0
32634,32948,1.0
32659,17415,1.0
32659,20280,1.0
32659,24935,1.0
32659,25219,1.0
32659,26924,0.95913154
32659,32297,1.0
32662,6902,1.0
32662,24722,1.0
32662,27491,1.0
32662,32732,1.0
32700,20374,0.99999994
32700,32458,0.99999994
32700,34189,0.99999994
32725,25628,0.9071059
32732,6902,1.0
32732,24722,1.0
32732,27491,1.0
32732,32662,1.0
32746,23,0.93894404
32746,4102,0.9792173
32746,12137,0.97951204
32746,13701,0.9364275
32746,13703,0.93119246
32746,15227,0.9608109
32746,20297,0.91365546
32746,21117,0.9737053
32746,22049,0.9399879
32746,22597,0.9776935
32746,23095,0.95948917
32746,23141,0.97109175
32746,46161,0.97928023
32749,8116,0.90930355
32749,20437,0.90930355
32749,26274,0.90930355
32751,11105,0.99999994
32762,32497,1.0
32834,32500,0.924819
32883,26166,1.0
32883,32520,1.0
32883,32634,1.0
32883,32948,1.0
32905,34112,1.0000001
32906,10169,0.99999994
32906,20358,0.90323704
32906,27240,0.99999994
32906,29231,0.99999994
32906,39672,0.99999994
32948,26166,1.0
32948,32520,1.0
32948,32634,1.0
32948,32883,1.0
32989,21430,0.9358339
33070,1855,0.9051625
33070,25786,1.0
33070,34305,1.0
33084,1855,0.9033676
33193,32533,1.0
33265,24706,0.9354335
33294,32542,1.0
33403,32545,0.99999994
33442,32446,0.9229587
33473,20752,0.9478892
33473,27728,0.92053694
33513,10058,1.0
33559,23250,0.9586491
33586,32618,0.9875115
33672,9050,0.9409657
33672,10449,0.99999994
33672,10497,0.99999994
33672,13692,0.99999994
33672,16985,0.9409657
33672,19889,0.9409657
33672,20388,0.99999994
33672,26623,0.99999994
33672,44457,0.99999994
34016,30999,0.91067374
34109,20390,0.94557905
34109,25160,0.92714
34109,32485,0.94557905
34112,32905,1.0000001
34189,20374,0.99999994
34189,32458,0.99999994
34189,32700,0.99999994
34305,1855,0.9051625
34305,25786,1.0
34305,33070,1.0
34367,34377,0.99999994
34367,34388,0.99999994
34371,34373,1.0
34371,34380,1.0
34371,34385,1.0
34373,34371,1.0
34373,34380,1.0
34373,34385,1.0
34377,34367,0.99999994
34377,34388,0.99999994
34380,34371,1.0
34380,34373,1.0
34380,34385,1.0
34382,34383,1.0
34383,34382,1.0
34385,34371,1.0
34385,34373,1.0
34385,34380,1.0
34388,34367,0.99999994
34388,34377,0.99999994
34581,34582,1.0
34581,34591,1.0
34582,34581,1.0
34582,34591,1.0
34591,34581,1.0
34591,34582,1.0
34785,27879,0.940414
34785,32443,0.97629386
35600,27562,1.0
35949,19871,1.0
35949,25912,1.0
35949,32470,0.98929507
36513,20500,0.99999994
37114,27594,1.0000001
38172,11231,0.91664517
38189,26232,1.0
38449,26380,0.99999994
39386,22711,0.9951712
39386,41876,1.0
39672,10169,0.99999994
39672,20358,0.90323704
39672,27240,0.99999994
39672,29231,0.99999994
39672,32906,0.99999994
41708,14081,0.9999999
41787,3303,1.0
41876,22711,0.9951712
41876,39386,1.0
41908,1876,1.0
42007,5604,1.0
42207,20779,0.9825923
42276,572,1.0
42276,11136,1.0
42276,29222,1.0
42276,31778,1.0
43296,27010,0.9009789
43571,21146,1.0
43571,27558,1.0
44014,10231,1.0
44055,368,1.0
44195,888,1.0
44195,15266,0.965878
44457,9050,0.9409657
44457,10449,0.99999994
44457,10497,0.99999994
44457,13692,0.99999994
44457,16985,0.9409657
44457,19889,0.9409657
44457,20388,0.99999994
44457,26623,0.99999994
44457,33672,0.99999994
44803,7519,0.90095174
44803,18686,0.9120641
44803,29028,0.9256451
44803,32007,0.91370445
44966,8135,0.93953234
44966,14593,0.9018288
44966,24572,0.94321156
44966,30999,0.96590906
45976,22559,0.9240924
46058,12641,1.0
46161,23,0.9484438
46161,4102,0.9895642
46161,12137,0.99005723
46161,12485,0.9071206
46161,13701,0.9460678
46161,13703,0.9391003
46161,15227,0.97276276
46161,20297,0.92789876
46161,21117,0.98427016
46161,22049,0.94686913
46161,22597,0.9881211
46161,23095,0.96996826
46161,23141,0.9810925
46161,32746,0.97928023
